Course Type Name,Start Date,Enrolled,Student Price,Location,year,month,course,combined_course
Avalanche Rescue,2022-03-31,0,195.0,"Vail, Colorado, United States",2022,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-04-14,0,195.0,"Vail, Colorado, United States",2022,4,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-04-07,2,225.0,"Vail, Colorado, United States",2022,4,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-03-24,0,195.0,"Vail, Colorado, United States",2022,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-03-17,3,225.0,"Vail, Colorado, United States",2022,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-03-10,0,195.0,"Vail, Colorado, United States",2022,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-03-03,0,195.0,"Vail, Colorado, United States",2022,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-02-24,2,195.0,"Vail, Colorado, United States",2022,2,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-02-17,0,195.0,"Vail, Colorado, United States",2022,2,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-02-10,0,195.0,"Vail, Colorado, United States",2022,2,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-02-03,4,195.0,"Vail, Colorado, United States",2022,2,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-01-27,4,195.0,"Vail, Colorado, United States",2022,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-01-20,0,195.0,"Vail, Colorado, United States",2022,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-01-13,2,195.0,"Vail, Colorado, United States",2022,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2022-01-06,3,195.0,"Vail, Colorado, United States",2022,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-12-30,0,195.0,"Vail, Colorado, United States",2021,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-12-16,5,195.0,"Vail, Colorado, United States",2021,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-12-09,6,195.0,"Vail, Colorado, United States",2021,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-12-02,5,195.0,"Vail, Colorado, United States",2021,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-11-18,5,195.0,"Vail, Colorado, United States",2021,11,Avalanche Rescue,avalanche rescue
AIARE 1,2022-04-15,0,565.0,"Vail, Colorado, United States",2022,4,AIARE 1,aiare 1
AIARE 1,2022-04-08,10,595.0,"Vail, Colorado, United States",2022,4,AIARE 1,aiare 1
AIARE 1,2022-04-01,0,565.0,"Vail, Colorado, United States",2022,4,AIARE 1,aiare 1
AIARE 1,2022-03-25,0,565.0,"Vail, Colorado, United States",2022,3,AIARE 1,aiare 1
AIARE 1,2022-03-18,4,595.0,"Vail, Colorado, United States",2022,3,AIARE 1,aiare 1
AIARE 1,2022-03-11,5,565.0,"Vail, Colorado, United States",2022,3,AIARE 1,aiare 1
AIARE 1,2022-03-04,6,565.0,"Vail, Colorado, United States",2022,3,AIARE 1,aiare 1
AIARE 1,2022-02-25,4,565.0,"Vail, Colorado, United States",2022,2,AIARE 1,aiare 1
AIARE 1,2022-02-18,12,565.0,"Vail, Colorado, United States",2022,2,AIARE 1,aiare 1
AIARE 1,2022-02-11,22,565.0,"Vail, Colorado, United States",2022,2,AIARE 1,aiare 1
AIARE 1,2022-02-04,21,565.0,"Vail, Colorado, United States",2022,2,AIARE 1,aiare 1
AIARE 1,2022-01-28,17,565.0,"Vail, Colorado, United States",2022,1,AIARE 1,aiare 1
AIARE 1,2022-01-21,23,565.0,"Vail, Colorado, United States",2022,1,AIARE 1,aiare 1
AIARE 1,2022-01-14,16,565.0,"Vail, Colorado, United States",2022,1,AIARE 1,aiare 1
AIARE 1,2022-01-07,17,565.0,"Vail, Colorado, United States",2022,1,AIARE 1,aiare 1
AIARE 1,2021-12-31,18,565.0,"Vail, Colorado, United States",2021,12,AIARE 1,aiare 1
AIARE 1,2021-12-17,23,595.0,"Vail, Colorado, United States",2021,12,AIARE 1,aiare 1
AIARE 1,2021-12-10,14,565.0,"Vail, Colorado, United States",2021,12,AIARE 1,aiare 1
AIARE 1,2021-12-03,16,565.0,"Vail, Colorado, United States",2021,12,AIARE 1,aiare 1
AIARE 1,2021-11-26,0,565.0,"Vail, Colorado, United States",2021,11,AIARE 1,aiare 1
AIARE 1,2021-11-12,18,565.0,"Vail, Colorado, United States",2021,11,AIARE 1,aiare 1
AIARE 1,2021-11-19,5,565.0,"Vail, Colorado, United States",2021,11,AIARE 1,aiare 1
AIARE 1,2022-04-02,8,675.0,"Olympic Valley, California, United States",2022,4,AIARE 1,aiare 1
Avalanche Rescue,2022-03-26,3,295.0,"Olympic Valley, California, United States",2022,3,Avalanche Rescue,avalanche rescue
AIARE 1,2022-03-26,5,675.0,"Olympic Valley, California, United States",2022,3,AIARE 1,aiare 1
AIARE 1,2022-03-19,6,675.0,"Olympic Valley, California, United States",2022,3,AIARE 1,aiare 1
AIARE 1,2022-03-15,17,595.0,"Olympic Valley, California, United States",2022,3,AIARE 1,aiare 1
Avalanche Rescue,2022-03-12,11,295.0,"Olympic Valley, California, United States",2022,3,Avalanche Rescue,avalanche rescue
AIARE 1,2022-03-11,6,675.0,"Olympic Valley, California, United States",2022,3,AIARE 1,aiare 1
AIARE 1,2022-03-05,6,675.0,"Olympic Valley, California, United States",2022,3,AIARE 1,aiare 1
AIARE 1,2022-02-25,6,675.0,"Olympic Valley, California, United States",2022,2,AIARE 1,aiare 1
Avalanche Rescue,2022-02-26,0,295.0,"Olympic Valley, California, United States",2022,2,Avalanche Rescue,avalanche rescue
AIARE 2,2022-02-25,9,725.0,"Olympic Valley, California, United States",2022,2,AIARE 2,aiare 2
AIARE 1,2022-02-22,14,595.0,"Olympic Valley, California, United States",2022,2,AIARE 1,aiare 1
AIARE 1,2022-02-18,2,675.0,"Olympic Valley, California, United States",2022,2,AIARE 1,aiare 1
Avalanche Rescue,2022-02-18,2,295.0,"Olympic Valley, California, United States",2022,2,Avalanche Rescue,avalanche rescue
AIARE 1,2022-02-17,0,595.0,"Olympic Valley, California, United States",2022,2,AIARE 1,aiare 1
Avalanche Rescue,2022-02-12,4,295.0,"Olympic Valley, California, United States",2022,2,Avalanche Rescue,avalanche rescue
AIARE 1,2022-02-12,15,675.0,"Olympic Valley, California, United States",2022,2,AIARE 1,aiare 1
Avalanche Rescue,2022-02-11,3,295.0,"Olympic Valley, California, United States",2022,2,Avalanche Rescue,avalanche rescue
AIARE 1,2022-02-08,3,595.0,"Olympic Valley, California, United States",2022,2,AIARE 1,aiare 1
Avalanche Rescue,2022-02-05,8,295.0,"Olympic Valley, California, United States",2022,2,Avalanche Rescue,avalanche rescue
AIARE 1,2022-02-05,19,675.0,"Olympic Valley, California, United States",2022,2,AIARE 1,aiare 1
AIARE 1,2022-01-28,11,675.0,"Olympic Valley, California, United States",2022,1,AIARE 1,aiare 1
AIARE 2,2022-01-22,10,725.0,"Olympic Valley, California, United States",2022,1,AIARE 2,aiare 2
Avalanche Rescue,2022-01-21,2,295.0,"Olympic Valley, California, United States",2022,1,Avalanche Rescue,avalanche rescue
AIARE 1,2022-01-20,17,595.0,"Olympic Valley, California, United States",2022,1,AIARE 1,aiare 1
Avalanche Rescue,2022-01-15,10,295.0,"Olympic Valley, California, United States",2022,1,Avalanche Rescue,avalanche rescue
AIARE 1,2022-01-15,22,675.0,"Olympic Valley, California, United States",2022,1,AIARE 1,aiare 1
Avalanche Rescue,2022-01-14,9,295.0,"Olympic Valley, California, United States",2022,1,Avalanche Rescue,avalanche rescue
AIARE 1,2022-01-07,7,675.0,"Olympic Valley, California, United States",2022,1,AIARE 1,aiare 1
AIARE 1,2022-01-04,16,595.0,"Olympic Valley, California, United States",2022,1,AIARE 1,aiare 1
Avalanche Rescue,2022-01-01,0,295.0,"Olympic Valley, California, United States",2022,1,Avalanche Rescue,avalanche rescue
AIARE 1,2022-01-01,13,675.0,"Olympic Valley, California, United States",2022,1,AIARE 1,aiare 1
AIARE 1,2021-12-29,0,595.0,"Olympic Valley, California, United States",2021,12,AIARE 1,aiare 1
AIARE 1,2021-12-27,5,595.0,"Olympic Valley, California, United States",2021,12,AIARE 1,aiare 1
Avalanche Rescue,2021-12-26,0,295.0,"Olympic Valley, California, United States",2021,12,Avalanche Rescue,avalanche rescue
AIARE 1,2021-12-21,9,595.0,"Olympic Valley, California, United States",2021,12,AIARE 1,aiare 1
AIARE 2,2021-12-17,0,725.0,"Olympic Valley, California, United States",2021,12,AIARE 2,aiare 2
Avalanche Rescue,2021-12-18,6,295.0,"Olympic Valley, California, United States",2021,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-12-17,8,295.0,"Olympic Valley, California, United States",2021,12,Avalanche Rescue,avalanche rescue
AIARE 1,2021-12-15,4,595.0,"Olympic Valley, California, United States",2021,12,AIARE 1,aiare 1
AIARE 1,2021-12-18,22,675.0,"Olympic Valley, California, United States",2021,12,AIARE 1,aiare 1
Avalanche Rescue,2021-12-04,0,295.0,"Olympic Valley, California, United States",2021,12,Avalanche Rescue,avalanche rescue
AIARE 1,2021-12-04,0,675.0,"Olympic Valley, California, United States",2021,12,AIARE 1,aiare 1
AIARE 1,2021-11-27,0,675.0,"Olympic Valley, California, United States",2021,11,AIARE 1,aiare 1
AIARE 1,2021-12-17,12,420.0,"Prival Big Cottonwood Canyon, Utah, United States",2021,12,AIARE 1,aiare 1
Avalanche Rescue,2021-04-28,11,185.0,"Snoqualmie Pass, Washington, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-24,11,450.0,"Mt Hood, Oregon, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-22,5,450.0,"Mammoth Lakes, California, United States",2021,4,AIARE 1,aiare 1
Avalanche Rescue,2021-04-21,2,1.0,"Estes Park, Colorado, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-18,6,495.0,"Mammoth Lakes, California, United States",2021,4,AIARE 1,aiare 1
Avalanche Rescue,2021-04-18,1,249.0,"Estes Park, Colorado, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-17,6,499.0,"Truckee/Tahoe National Forest, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-17,4,495.0,"TRUCKEE, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-16,0,550.0,"Estes Park, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-16,16,599.0,"Rocky Mountain National Park, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-16,7,565.0,"Vail, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-16,10,425.0,"Truckee/Donner Summit, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-16,0,495.0,"Truckee / Donner Pass, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-16,11,639.0,"Vail Pass, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-16,5,639.0,"Estes Park, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-16,16,639.0,"Estes Park, Colorado, United States",2021,4,AIARE 1,aiare 1
Avalanche Rescue,2021-04-15,4,269.0,"Rocky Mountain National Park, Colorado, United States",2021,4,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-04-15,4,195.0,"Vail, Colorado, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-14,0,150.0,"TRUCKEE, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2021-04-13,4,100.0,"TRUCKEE, California, United States",2021,4,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2021-04-12,0,599.0,"Rocky Mountain National Park, Colorado, United States",2021,4,AIARE 1,aiare 1
Avalanche Rescue,2021-04-11,3,269.0,"Rocky Mountain National Park, Colorado, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-10,4,619.0,"Summit County, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-10,10,495.0,"Truckee, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-10,6,499.0,"Truckee/Tahoe National Forest, California, United States",2021,4,AIARE 1,aiare 1
AIARE 2,2021-04-10,0,525.0,"Estes Park, Colorado, United States",2021,4,AIARE 2,aiare 2
Avalanche Rescue,2021-04-10,0,170.0,"Big Cottonwood Canyon, Utah, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-10,20,495.0,"bishop/mammoth, California, United States",2021,4,AIARE 1,aiare 1
Avalanche Rescue,2021-04-10,3,175.0,"Bishop/Mammoth, California, United States",2021,4,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-04-10,7,165.0,"Buena Vista, Colorado, United States",2021,4,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-04-10,6,165.0,"Mt Washington Valley, New Hampshire, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-09,17,619.0,"Rocky Mountain National Park, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-09,6,619.0,"Frisco, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-09,11,475.0,"Mammoth Lakes, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-09,11,565.0,"Vail, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-09,12,425.0,"Truckee/Donner Summit, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-09,12,495.0,"Truckee / Donner Pass, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-09,5,450.0,"Mammoth Lakes, California, United States",2021,4,AIARE 1,aiare 1
Avalanche Rescue,2021-04-09,0,175.0,"Estes Park, Colorado, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-09,10,639.0,"Vail Pass, Colorado, United States",2021,4,AIARE 1,aiare 1
Avalanche Rescue,2021-04-09,1,650.0,"Grand Teton National Park, Wyoming, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 2,2021-04-09,4,639.0,"Aspen, Colorado, United States",2021,4,AIARE 2,aiare 2
AIARE 2,2021-04-09,2,450.0,"Mt Rainier, Washington, United States",2021,4,AIARE 2,aiare 2
AIARE 1,2021-04-09,11,400.0,"Snowy Range, Wyoming, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-06,12,425.0,"Truckee/Donner Summit, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-06,2,450.0,"Truckee, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-05,22,599.0,"Rocky Mountain National Park, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 2,2021-04-05,1,1950.0,"Grand Teton National Park, Wyoming, United States",2021,4,AIARE 2,aiare 2
Avalanche Rescue,2021-04-04,5,269.0,"Rocky Mountain National Park, Colorado, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-04,10,600.0,"Sisters, Oregon, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-03,11,525.0,"Olympic Valley, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-03,14,465.0,"Bishop/ Mammoth Lakes, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-03,11,495.0,"Truckee, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-03,12,495.0,"Aspen, Colorado, United States",2021,4,AIARE 1,aiare 1
Avalanche Rescue,2021-04-03,5,200.0,"Truckee/Tahoe National Forest, California, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-03,6,445.0,"Monarch Pass, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-03,11,450.0,"Mt Hood, Oregon, United States",2021,4,AIARE 1,aiare 1
Avalanche Rescue,2021-04-03,2,160.0,"Santa Fe / Taos, New Mexico, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 1,2021-04-02,4,550.0,"Rocky Mountain National Park, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2021-04-02,4,999.0,"Broome Hut at Berthoud Pass, Colorado, United States",2021,4,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2021-04-02,18,599.0,"Rocky Mountain National Park, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-02,11,565.0,"Vail, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-02,12,425.0,"Truckee/Donner Summit, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-02,12,495.0,"Truckee / Donner Pass, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-02,11,450.0,"Snowbird, Utah, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-02,16,495.0,"Mammoth Lakes, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-02,11,415.0,"Kirkwood Mountain Resort, California, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-04-02,11,495.0,"Mammoth Lakes, California, United States",2021,4,AIARE 1,aiare 1
AIARE 2,2021-04-02,6,639.0,"Estes Park, Colorado, United States",2021,4,AIARE 2,aiare 2
Avalanche Rescue,2021-04-01,5,269.0,"Rocky Mountain National Park, Colorado, United States",2021,4,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-04-01,3,195.0,"Vail, Colorado, United States",2021,4,Avalanche Rescue,avalanche rescue
AIARE 2,2021-04-01,7,499.0,"Donelly, Idaho, United States",2021,4,AIARE 2,aiare 2
AIARE 1,2021-04-01,5,450.0,"South Fork, Colorado, United States",2021,4,AIARE 1,aiare 1
AIARE 1,2021-03-30,11,599.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-30,3,730.0,"Stanley, Idaho, United States",2021,3,AIARE 2,aiare 2
AIARE 1,2021-03-30,9,595.0,"Donner Summit, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-30,8,595.0,"Breckenridge/Vail/Loveland, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-29,8,399.0,"West Yellowstone, Montana, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-29,6,195.0,"Mammoth Lakes, California, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-29,11,639.0,"Loveland Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-29,6,500.0,"Cameron Pass CO, Colorado, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-28,4,269.0,"Rocky Mountain National Park, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-28,10,600.0,"Sisters, Oregon, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-27,17,525.0,"Olympic Valley, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-27,12,495.0,"Truckee, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-27,5,500.0,"Truckee, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-27,6,499.0,"Truckee/Tahoe National Forest, California, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-27,6,495.0,"Truckee, California, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-27,6,225.0,"Olympic Valley, California, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-27,0,175.0,"Snoqualmie Pass, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-27,17,495.0,"bishop/mammoth, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-27,2,525.0,"Olympic Valley, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-27,9,325.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-26,10,395.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-26,18,525.0,"Breckenridge, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-26,20,599.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-26,6,475.0,"Mammoth Lakes, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-26,12,565.0,"Vail, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-26,12,425.0,"Truckee/Donner Summit, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-26,11,495.0,"Truckee / Donner Pass, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-26,22,425.0,"Berthoud Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-26,11,425.0,"Crested Butte, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-26,12,415.0,"Kirkwood Mountain Resort, South Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-26,6,599.0,"Breckenridge, Camping-Based, Colorado, United States",2021,3,AIARE 2,aiare 2
AIARE 2,2021-03-26,14,599.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 2,aiare 2
AIARE 2,2021-03-26,8,685.0,"Aspen, Colorado, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-26,0,249.0,"Truckee, California, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-26,6,400.0,"Monarch Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-25,10,450.0,"Tacoma/Mt. Rainier, Washington, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-24,6,200.0,"Breckenridge, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-24,2,495.0,"crested butte, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-23,3,550.0,"Estes Park, Colorado, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-23,9,495.0,"Mammoth Lakes, California, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-23,7,495.0,"Mammoth Lakes, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-23,9,595.0,"Breckenridge, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-23,5,435.0,"Mt. Baker, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-22,10,425.0,"Berthoud Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-22,8,269.0,"Rocky Mountain National Park, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-22,0,195.0,"Truckee / Donner Pass, California, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-21,4,175.0,"Snoqualmie Pass, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-21,6,395.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-20,10,395.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-20,21,525.0,"Olympic Valley, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-20,0,465.0,"Bishop/ Mammoth Lakes, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-20,18,450.0,"Mt Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-20,17,495.0,"Truckee, California, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-20,4,600.0,"Aspen, Colorado, United States",2021,3,AIARE 2,aiare 2
AIARE 1,2021-03-20,12,495.0,"Aspen, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-20,5,499.0,"Truckee/Tahoe National Forest, California, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-20,6,535.0,"Togwotee Pass, Wyoming, United States",2021,3,AIARE 2,aiare 2
AIARE 2,2021-03-20,4,499.0,"West Yellowstone, Montana, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-20,6,200.0,"Breckenridge, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-20,3,180.0,"Leadville East, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-20,0,185.0,"Aspen, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-20,2,170.0,"Prival Big Cottonwood Canyon, Utah, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-20,18,495.0,"bishop/mammoth, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-20,3,450.0,"Snowbird, Utah, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-20,16,550.0,"Bluebird Backcountry, Colorado, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-20,6,185.0,"Aspen, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-20,1,475.0,"Mammoth Lakes, California, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-19,17,550.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,15,525.0,"Breckenridge, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,22,599.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,24,565.0,"Vail, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,10,425.0,"Truckee/Donner Summit, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,12,495.0,"Truckee / Donner Pass, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,12,495.0,"Mammoth Lakes, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,6,425.0,"Crested Butte, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,12,350.0,"Telluride, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,16,450.0,"Snowbird, Utah, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,0,1.0,"South Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,20,550.0,"Bluebird Backcountry, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,12,415.0,"Kirkwood Mountain Resort, South Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,13,425.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-19,11,300.0,"Leadville, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-19,7,575.0,"Silverton, Red Mountain/Molas Pass, Colorado, United States",2021,3,AIARE 2,aiare 2
AIARE 2,2021-03-19,8,550.0,"Mt Hood, Oregon, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-19,6,249.0,"Truckee, California, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-19,4,149.0,"West Yellowstone, Montana, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 2,2021-03-19,5,475.0,"Stevens Pass, Washington, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-19,1,150.0,"East Burke, Vermont, United States",2021,3,Avalanche Rescue,avalanche rescue
