Course Type Name,Start Date,Enrolled,Student Price,Location,year,month,course,combined_course
AIARE 1,2021-03-19,13,95.0,"Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-18,12,450.0,"Snoqualmie Pass, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-18,4,450.0,"Stevens Pass, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-18,5,450.0,"Snoqualmie Pass, Washington, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-18,10,269.0,"Rocky Mountain National Park, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-18,2,195.0,"Vail, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-18,0,1.0,"South Lake Tahoe, California, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-18,5,435.0,"Snoqualmie Pass, WA, Washington, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-18,5,200.0,"Stevens Seattle, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-18,3,185.0,"Silverton, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-18,4,65.0,"Lake Tahoe, California, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-18,7,400.0,"Rabbit Ears Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-17,6,495.0,"Monarch Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-17,12,450.0,"Mt Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-17,17,510.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-16,24,599.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-16,23,525.0,"Olympic Valley, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-16,13,465.0,"Bishop/ Mammoth Lakes, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-16,12,435.0,"Snoqualmie Pass, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-16,9,495.0,"Aspen, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-16,0,495.0,"Truckee, California, United States",2021,3,AIARE 2,aiare 2
AIARE 2,2021-03-16,0,499.0,"Truckee/Tahoe National Forest, California, United States",2021,3,AIARE 2,aiare 2
AIARE 1,2021-03-16,6,639.0,"Estes Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-15,24,495.0,"Grand Teton National Park, Wyoming, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-15,0,1.0,"South Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-15,0,249.0,"Truckee, California, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-15,12,435.0,"Snoqualmie Pass, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-15,5,495.0,"Lemoille Canyon, Nevada, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-15,12,95.0,"Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-15,7,175.0,"Mt. Baker, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-14,11,269.0,"Berthoud Pass, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-14,0,200.0,"Selkirk Mountains, Schweitzer Mountain Resort, Idaho, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-14,0,200.0,"Stevens Pass, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-13,24,525.0,"Olympic Valley, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-13,23,450.0,"Snoqualmie Pass, Mt Rainier, Blewett Pass, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-13,17,450.0,"La Grande, Oregon, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-13,6,495.0,"Togwotee Pass, Wyoming, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-13,18,450.0,"Mt Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-13,18,495.0,"Truckee, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-13,9,460.0,"Mt Hood, Oregon, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-13,18,400.0,"Rainier, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-13,5,425.0,"Stowe, Vermont, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-13,5,150.0,"Grand Teton National Park, Wyoming, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-13,3,225.0,"Olympic Valley, California, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-13,4,215.0,"Mt Hood/Timberline, Oregon, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-13,0,200.0,"Taylor Park, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-13,10,170.0,"Edwards, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-13,0,175.0,"Snoqualmie Pass, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-13,5,150.0,"Telluride, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-13,6,495.0,"mammoth/bishop, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-13,5,450.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,10,395.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,24,495.0,"Grand Teton National Park, Wyoming, United States",2021,3,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2021-03-12,8,999.0,"Broome Hut at Berthoud Pass, Colorado, United States",2021,3,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2021-03-12,12,599.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,11,599.0,"Cameron Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,6,475.0,"Mammoth Lakes, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,6,540.0,"Santa Fe / Taos, New Mexico, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,18,565.0,"Vail, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,8,795.0,"Breckenridge, Leadville Hut-Based, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,12,460.0,"Monarch Pass / Fremont Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,22,495.0,"Mammoth Lakes, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,12,425.0,"Truckee/Donner Summit, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,12,435.0,"Snoqualmie Pass, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,12,425.0,"Crested Butte, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,12,450.0,"Mammoth Lakes, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,13,475.0,"Silverton, Red Mountain/Molas Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,8,500.0,"Crystal Mountain Ski Resort, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,0,1.0,"South Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,12,415.0,"Kirkwood Mountain Resort, South Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,12,425.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,9,445.0,"Buena Vista, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,11,300.0,"Leadville, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-12,0,545.0,"Boulder and Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-12,5,150.0,"Snowbird, Utah, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-12,2,249.0,"Truckee, California, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-12,16,525.0,"Breckenridge, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,9,595.0,"Truckee, California, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-12,6,125.0,"Catherine Creek, Oregon, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-12,9,639.0,"Vail Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,11,95.0,"Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-12,6,525.0,"Breckenridge, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-11,10,450.0,"Mt. Rainier, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-11,6,450.0,"South Fork, Colorado, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-11,4,195.0,"Vail, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-11,3,175.0,"Colorado, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-11,6,160.0,"Santa Fe, New Mexico, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-11,13,256.0,"Leadville, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-11,12,550.0,"Bluebird Backcountry, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-11,5,325.0,"Bridger Bowl, MT, Montana, United States",2021,3,AIARE 2,aiare 2
AIARE 1,2021-03-11,5,435.0,"Mt. Baker, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-10,3,495.0,"Grand Teton National Park, Wyoming, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-10,23,515.0,"Boulder and Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-10,6,372.0,"Lawson-Smugglers Notch, Vermont, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-10,4,150.0,"Kirkwood Mountain Resort- South Lake Tahoe, California, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-10,0,495.0,"bishop/mammoth, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-09,0,565.0,"Vail, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-09,22,435.0,"Mt. Baker, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-09,6,500.0,"Monarch Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-09,0,1.0,"South Lake Tahoe, California, United States",2021,3,AIARE 2,aiare 2
AIARE 2,2021-03-09,4,450.0,"Mt. Baker (motorized), Washington, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-09,12,165.0,"Mt Washington region, New Hampshire, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-09,6,575.0,"Yosemite National Park, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-09,10,600.0,"Sisters, Oregon, United States",2021,3,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2021-03-09,5,350.0,"Saddleback Ski Area, Maine, United States",2021,3,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 2,2021-03-09,11,95.0,"Lake Tahoe, California, United States",2021,3,AIARE 2,aiare 2
AIARE 1,2021-03-08,9,599.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-08,15,435.0,"Seattle/Snoqualmie Pass, Washington, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-08,0,1.0,"South Lake Tahoe, California, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-08,0,249.0,"Truckee, California, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-08,13,435.0,"Snoqualmie Pass, WA, Washington, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-08,6,205.0,"Adirondacks, New York, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 2,2021-03-08,9,639.0,"Estes Park, Colorado, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-08,11,65.0,"Lake Tahoe, California, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-08,2,175.0,"Stevens Pass, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-07,12,500.0,"Mount Hood, Oregon, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-07,6,595.0,"Truckee, California, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-07,6,269.0,"Rocky Mountain National Park, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-07,5,175.0,"Snoqualmie Pass, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-07,6,185.0,"Snoqualmie Pass, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-07,6,250.0,"Santiam Pass, Oregon, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-07,6,250.0,"Santiam Pass, Oregon, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-07,6,450.0,"Rabbit Ears, Colorado, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-07,12,250.0,"Bluebird Backcountry, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-07,6,300.0,"Arrowhead Mountain  Lodge, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,23,525.0,"Olympic Valley, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,11,465.0,"Bishop/ Mammoth Lakes, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,18,450.0,"Mt Hood/Timberline, Oregon, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,18,460.0,"Mt Hood Oregon, Oregon, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,16,450.0,"Mt Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,11,495.0,"Truckee, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,12,495.0,"Aspen, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,6,425.0,"Mt. Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,13,425.0,"Saddleback Ski Area, Maine, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,5,445.0,"Monarch Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-06,12,450.0,"Joseph, Oregon, United States",2021,3,AIARE 2,aiare 2
AIARE 2,2021-03-06,0,495.0,"Truckee, California, United States",2021,3,AIARE 2,aiare 2
AIARE 2,2021-03-06,3,525.0,"bishop-mammoth, California, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-06,1,220.0,"Truckee, California, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-06,6,165.0,"Togwotee Pass, Wyoming, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-06,7,185.0,"Silverton, Red Mountain/Molas Pass, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-06,5,450.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-06,10,450.0,"Joseph, Oregon, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-06,9,95.0,"Lake Tahoe, California, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-06,6,169.13,"Silverton, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-05,11,395.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,24,495.0,"Grand Teton National Park, Wyoming, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,18,599.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,18,619.0,"Georgetown, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,10,445.0,"Buena Vista, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,5,500.0,"Taos Ski Valley, New Mexico, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,24,565.0,"Vail, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,12,515.0,"Truckee, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,12,525.0,"Breckenridge, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,21,495.0,"Mammoth Lakes, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,12,425.0,"Truckee/Donner Summit, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,18,495.0,"Truckee / Donner Pass, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,12,425.0,"Crested Butte, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,14,475.0,"White Pine Touring, Park City, Utah, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,9,475.0,"Silverton, Red Mountain/Molas Pass, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,0,1.0,"South Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,6,425.0,"Crested Butte, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,7,415.0,"Kirkwood Mountain Resort, South Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,12,450.0,"Adirondacks, New York, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,14,325.0,"Mount Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,9,425.0,"Salida, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-05,12,435.0,"Snoqualmie Pass, Washington, United States",2021,3,AIARE 2,aiare 2
AIARE 2,2021-03-05,8,450.0,"Telluride, Colorado, United States",2021,3,AIARE 2,aiare 2
AIARE 2,2021-03-05,12,550.0,"Snowbird, Utah, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-05,12,125.0,"Joseph, Oregon, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-05,0,0.0,"Mount Baker, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-05,6,249.0,"Truckee, California, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-05,12,175.0,"bishop-mammoth lakes, California, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-05,12,425.0,"Saddleback Ski Area, Maine, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-05,20,539.0,"Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-05,11,95.0,"Lake Tahoe, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-04,10,400.0,"Snoqualmie Pass, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-04,12,450.0,"Tacoma/Mt. Baker, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-04,10,1.0,"Mt. Hood, Oregon, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-04,12,450.0,"Snoqualmie Pass, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-04,11,450.0,"Stevens Pass, Washington, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-04,5,525.0,"McCall, Idaho, United States",2021,3,AIARE 1,aiare 1
AIARE 2,2021-03-04,8,550.0,"Bluebird Backcountry, Colorado, United States",2021,3,AIARE 2,aiare 2
Avalanche Rescue,2021-03-04,1,269.0,"Rocky Mountain National Park, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-04,3,195.0,"Vail, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-04,6,185.0,"Snoqualmie Pass, Washington, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-04,2,160.0,"Taos Ski Valley, New Mexico, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-04,2,150.0,"Telluride, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2021-03-04,13,0.0,"Smugglers Notch, Vermont, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-04,6,525.0,"Olympic Valley, California, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-04,2,325.0,"Bridger Bowl, MT, Montana, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-04,5,195.0,"crested butte, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
AIARE 1,2021-03-03,18,515.0,"Boulder and Rocky Mountain National Park, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-03,10,485.0,"Edwards, Colorado, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-03,18,450.0,"Mt Washington, New Hampshire, United States",2021,3,AIARE 1,aiare 1
AIARE 1,2021-03-03,6,200.0,"San Juan Mountains, Colorado, United States",2021,3,AIARE 1,aiare 1
Avalanche Rescue,2021-03-03,5,200.0,"Breckenridge, Colorado, United States",2021,3,Avalanche Rescue,avalanche rescue
