,month,year,course,state,course_mode_of_travel,id_count
869,2,2026,AIARE 1 + Avalanche Rescue,New Mexico,"Assisted-Access Ski/Board (Cat/Lift/Moto),Ski,Splitboard",1
870,2,2026,AIARE 1 + Avalanche Rescue,New Mexico,"Ski,Splitboard",4
871,2,2026,AIARE 1 + Avalanche Rescue,Oregon,"Ski,Splitboard",2
872,2,2026,AIARE 1 + Avalanche Rescue,Vermont,"Ski,Splitboard",10
873,2,2026,AIARE 1 + Avalanche Rescue,Vermont,"Ski,Splitboard,Ice/Alpine Climb",12
874,2,2026,AIARE 1 + Avalanche Rescue,Washington,"Ski,Splitboard",2
875,2,2026,AIARE 1 + Avalanche Rescue,Xinjiang,"Ski,Splitboard",13
876,2,2026,AIARE 1 + Avalanche Rescue,Xinjiang,"Snowshoe,Ski,Splitboard",14
877,2,2026,AIARE 2,California,"Ski,Splitboard",4
878,2,2026,AIARE 2,California,"Snowshoe,Ski,Splitboard,Ice/Alpine Climb",2
879,2,2026,AIARE 2,Colorado,"Assisted-Access Ski/Board (Cat/Lift/Moto),Ski,Splitboard",6
880,2,2026,AIARE 2,Colorado,"Ski,Splitboard",61
881,2,2026,AIARE 2,Colorado,"Ski,Splitboard,Ice/Alpine Climb",1
882,2,2026,AIARE 2,Colorado,"Snowshoe,Ski,Splitboard",10
883,2,2026,AIARE 2,Idaho,Motorized,9
884,2,2026,AIARE 2,Idaho,"Ski,Splitboard",18
885,2,2026,AIARE 2,Nevada,"Assisted-Access Ski/Board (Cat/Lift/Moto),Snowshoe,Ski,Splitboard",7
886,2,2026,AIARE 2,New Hampshire,"Ski,Splitboard",3
887,2,2026,AIARE 2,Oregon,"Ski,Splitboard",7
888,2,2026,AIARE 2,Utah,"Ski,Splitboard",4
889,2,2026,AIARE 2,Washington,"Ski,Splitboard",9
890,2,2026,AIARE 2,Washington,"Snowshoe,Ski,Splitboard",5
891,2,2026,AIARE 2,Wyoming,"Ski,Splitboard",7
892,2,2026,AIARE 2 + Avalanche Rescue,Colorado,"Ski,Splitboard",4
893,2,2026,AIARE 2 + Avalanche Rescue,Idaho,Motorized,5
894,2,2026,Avalanche Rescue,California,Ski,11
895,2,2026,Avalanche Rescue,California,"Ski,Splitboard",20
896,2,2026,Avalanche Rescue,California,Splitboard,3
897,2,2026,Avalanche Rescue,Colorado,"Assisted-Access Ski/Board (Cat/Lift/Moto),Ski,Splitboard",3
898,2,2026,Avalanche Rescue,Colorado,Motorized,3
899,2,2026,Avalanche Rescue,Colorado,"Motorized,Ski,Splitboard",6
900,2,2026,Avalanche Rescue,Colorado,"Ski,Splitboard",35
901,2,2026,Avalanche Rescue,Colorado,"Snowshoe,Ski,Splitboard",24
902,2,2026,Avalanche Rescue,Colorado,"Snowshoe,Ski,Splitboard,Ice/Alpine Climb",5
903,2,2026,Avalanche Rescue,Idaho,Motorized,20
904,2,2026,Avalanche Rescue,Idaho,"Ski,Splitboard",11
905,2,2026,Avalanche Rescue,Nevada,Assisted-Access Ski/Board (Cat/Lift/Moto),1
906,2,2026,Avalanche Rescue,Nevada,"Assisted-Access Ski/Board (Cat/Lift/Moto),Snowshoe,Ski,Splitboard",13
907,2,2026,Avalanche Rescue,Nevada,"Ski,Splitboard",5
908,2,2026,Avalanche Rescue,New Hampshire,"Snowshoe,Ski,Splitboard",23
909,2,2026,Avalanche Rescue,New Hampshire,"Snowshoe,Ski,Splitboard,Ice/Alpine Climb",9
910,2,2026,Avalanche Rescue,New Mexico,"Motorized,Assisted-Access Ski/Board (Cat/Lift/Moto),Snowshoe,Ski,Splitboard,Ice/Alpine Climb",2
911,2,2026,Avalanche Rescue,New Mexico,"Motorized,Snowshoe,Ski,Splitboard",3
912,2,2026,Avalanche Rescue,New York,"Snowshoe,Ski,Splitboard",11
913,2,2026,Avalanche Rescue,Oregon,Motorized,4
914,2,2026,Avalanche Rescue,Oregon,"Ski,Splitboard",18
915,2,2026,Avalanche Rescue,Oregon,"Ski,Splitboard,Snowshoe",3
916,2,2026,Avalanche Rescue,Oregon,"Snowshoe,Ski,Splitboard",10
917,2,2026,Avalanche Rescue,Utah,"Ski,Splitboard",12
918,2,2026,Avalanche Rescue,Vermont,"Ski,Splitboard,Ice/Alpine Climb",6
919,2,2026,Avalanche Rescue,Washington,"Ski,Splitboard",4
920,2,2026,Avalanche Rescue,Washington,"Snowshoe,Ski,Splitboard",7
921,2,2026,Avalanche Rescue,Wyoming,"Ski,Splitboard",9
922,3,2026,AIARE 1,California,"Assisted-Access Ski/Board (Cat/Lift/Moto),Ski,Splitboard",8
923,3,2026,AIARE 1,California,"Ski,Splitboard",55
924,3,2026,AIARE 1,California,"Snowshoe,Ski,Splitboard",3
925,3,2026,AIARE 1,California,"Snowshoe,Ski,Splitboard,Ice/Alpine Climb",4
926,3,2026,AIARE 1,Colorado,"Assisted-Access Ski/Board (Cat/Lift/Moto),Ski,Splitboard",3
927,3,2026,AIARE 1,Colorado,Motorized,10
928,3,2026,AIARE 1,Colorado,Ski,4
929,3,2026,AIARE 1,Colorado,"Ski,Splitboard",75
930,3,2026,AIARE 1,Colorado,"Snowshoe,Ski,Splitboard",15
931,3,2026,AIARE 1,Idaho,Motorized,8
932,3,2026,AIARE 1,Idaho,"Ski,Splitboard",3
933,3,2026,AIARE 1,Nevada,"Assisted-Access Ski/Board (Cat/Lift/Moto),Ski,Splitboard",3
934,3,2026,AIARE 1,New Hampshire,"Ski,Splitboard",12
935,3,2026,AIARE 1,New Hampshire,"Snowshoe,Ski,Splitboard",12
936,3,2026,AIARE 1,Oregon,"Ski,Splitboard",15
937,3,2026,AIARE 1,Oregon,"Snowshoe,Ski,Splitboard",12
938,3,2026,AIARE 1,Washington,"Ski,Splitboard",5
939,3,2026,AIARE 1,Washington,Snowshoe,8
940,3,2026,AIARE 1,Washington,"Snowshoe,Ski,Splitboard",80
941,3,2026,AIARE 1 + Avalanche Rescue,Colorado,"Ski,Splitboard",9
942,3,2026,AIARE 1 + Avalanche Rescue,Colorado,"Snowshoe,Ski,Splitboard",5
943,3,2026,AIARE 2,California,"Ski,Splitboard",3
944,3,2026,AIARE 2,Colorado,Assisted-Access Ski/Board (Cat/Lift/Moto),2
945,3,2026,AIARE 2,Colorado,"Assisted-Access Ski/Board (Cat/Lift/Moto),Ski,Splitboard",5
946,3,2026,AIARE 2,Colorado,"Ski,Splitboard",16
947,3,2026,AIARE 2,Oregon,"Ski,Splitboard",5
948,3,2026,AIARE 2,Utah,Ski,2
949,3,2026,AIARE 2,Washington,"Ski,Splitboard",24
950,3,2026,AIARE 2 + Avalanche Rescue,Colorado,"Ski,Splitboard",1
951,3,2026,Avalanche Rescue,Alabama,Ice/Alpine Climb,1
952,3,2026,Avalanche Rescue,California,"Ski,Splitboard",15
953,3,2026,Avalanche Rescue,California,"Snowshoe,Ski,Splitboard",1
954,3,2026,Avalanche Rescue,Colorado,"Ski,Splitboard",7
955,3,2026,Avalanche Rescue,Colorado,"Snowshoe,Ski,Splitboard",25
956,3,2026,Avalanche Rescue,Nevada,"Assisted-Access Ski/Board (Cat/Lift/Moto),Snowshoe,Ski,Splitboard",3
957,3,2026,Avalanche Rescue,New Hampshire,"Snowshoe,Ski,Splitboard",6
958,3,2026,Avalanche Rescue,Oregon,"Snowshoe,Ski,Splitboard",3
959,3,2026,Avalanche Rescue,Vermont,"Ski,Splitboard,Ice/Alpine Climb",3
960,3,2026,Avalanche Rescue,Washington,"Ski,Splitboard",2
961,3,2026,Avalanche Rescue,Washington,"Snowshoe,Ski,Splitboard",8
